"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,379454,2019000325287,16718.4,2019003794541,350013,1,2,12538.8,2,0,1,45,1,1,100,0,0,10,101,1,10,123000,1,11
2019,201901,379608,2019000330406,10526.4,2019003796081,300413,1,1,10681.2,0,0,1,42,6,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,379608,2019000330406,10526.4,2019003796081,300413,1,2,13312.8,0,0,1,44,6,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,379763,2019000336209,5108.4,2019003797631,40113,1,1,5108.4,3,0,2,44,4,2,200,0,0,6,63,1,10,19000,1,11
2019,201901,380228,2019000351935,19659.6,2019003802281,460013,1,1,19659.6,0,0,1,44,6,2,200,0,0,7,71,1,10,15000,1,11
2019,201901,380382,2019000356880,4179.6,2019003803821,170013,1,1,4179.6,0,0,1,21,6,1,100,0,0,6,65,1,10,2500,1,11
2019,201901,380537,2019000362151,22910.4,2019003805371,100513,1,1,22755.6,0,0,2,57,4,2,200,0,0,11,114,1,10,30000,1,11
2019,201901,380692,2019000367682,55418.4,2019003806921,150013,1,1,55418.4,0,0,1,27,6,1,100,0,0,11,114,1,10,75000,1,11
2019,201901,380847,2019000372629,8823.6,2019003808471,40113,1,1,8823.6,2,0,2,43,4,2,200,0,0,8,81,1,10,55000,1,11
2019,201901,380847,2019000372629,8823.6,2019003808471,40113,1,2,14706.0,0,0,2,25,6,2,200,0,0,10,101,1,10,25000,1,11
2019,201901,380847,2019000372629,8823.6,2019003808471,40113,1,3,7430.4,0,0,2,18,6,2,200,0,0,5,50,1,10,5000,1,11
2019,201901,381002,2019000378186,10216.8,2019003810021,340013,1,1,10216.8,3,0,2,39,1,2,200,0,0,11,114,1,10,52000,1,11
2019,201901,381002,2019000378186,10216.8,2019003810021,340013,1,2,17647.2,3,0,1,39,1,2,200,0,0,7,71,1,10,49900,1,11
2019,201901,381311,2019000388527,58669.2,2019003813111,170013,1,1,58669.2,0,0,2,41,4,2,200,0,0,11,114,1,10,471000,1,11
2019,201901,381311,2019000388527,58669.2,2019003813111,170013,1,2,69505.2,0,0,1,37,3,2,200,0,0,6,63,1,10,50000,1,11
2019,201901,381311,2019000388527,58669.2,2019003813111,170013,1,3,80341.2,0,0,1,32,6,2,200,0,0,8,81,1,10,50000,1,11
2019,201901,381930,2019000411746,5263.2,2019003819301,200313,1,1,5418.0,0,0,2,33,6,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,381930,2019000411746,5263.2,2019003819301,200313,1,2,5108.4,0,0,1,35,6,2,200,0,0,10,101,1,10,60000,1,11
2019,201901,382240,2019000422452,12538.8,2019003822401,30013,1,1,12693.6,0,0,1,31,6,1,100,0,0,6,61,1,10,21500,1,11
2019,201901,382550,2019000432865,4179.6,2019003825501,70013,1,1,4334.4,3,0,2,40,1,1,100,0,0,7,71,1,10,31000,1,11
2019,201901,382859,2019000443432,8978.4,2019003828591,460013,1,1,8978.4,3,2,1,40,1,2,200,0,0,10,101,1,10,73000,1,11
2019,201901,383014,2019000449317,11300.4,2019003830141,400113,1,1,11300.4,2,0,1,58,1,1,100,0,0,10,101,1,10,112000,1,11
2019,201901,383014,2019000449317,11300.4,2019003830141,400113,1,2,11145.6,2,0,2,57,1,1,100,0,0,11,114,1,10,80000,1,11
2019,201901,383014,2019000449317,11300.4,2019003830141,400113,1,3,15789.6,0,0,2,23,6,1,100,0,0,10,101,1,10,0,1,11
2019,201901,383014,2019000449317,11300.4,2019003830141,400113,1,4,15634.8,0,0,2,23,6,1,100,0,0,10,101,1,10,9000,1,11
2019,201901,383169,2019000454338,9597.6,2019003831691,400613,1,1,9597.6,0,0,1,58,4,2,200,0,0,6,63,1,12,30000,1,11
2019,201901,383324,2019000459158,30650.4,2019003833241,250013,1,1,30650.4,1,0,1,53,1,1,100,0,0,6,64,1,10,35000,1,11
2019,201901,383324,2019000459158,30650.4,2019003833241,250013,1,2,37461.6,1,0,2,54,1,1,100,0,0,7,71,1,10,26000,1,11
2019,201901,383324,2019000459158,30650.4,2019003833241,250013,1,3,44118.0,0,0,1,22,6,1,100,0,0,7,71,1,10,36800,1,11
2019,201901,383633,2019000470505,4489.2,2019003836331,200413,1,2,4489.2,0,0,2,65,1,6,620,0,0,6,63,1,10,2500,1,11
2019,201901,383943,2019000482505,14086.8,2019003839431,400313,1,1,14086.8,2,2,1,30,1,6,669,0,0,7,71,1,10,26400,1,11
2019,201901,384252,2019000493141,37926.0,2019003842521,280013,1,4,77554.8,0,0,2,36,4,1,100,0,0,6,63,1,10,28500,1,11
2019,201901,384562,2019000503782,12538.8,2019003845621,100113,1,1,12538.8,0,0,1,32,2,9,982,2,200,7,71,1,10,65000,2,20
2019,201901,384717,2019000509033,14396.4,2019003847171,200313,1,1,14241.6,0,0,1,29,6,2,200,0,0,10,101,1,10,38000,1,11
2019,201901,384872,2019000514945,10681.2,2019003848721,180013,1,1,10836.0,1,0,2,54,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,384872,2019000514945,10681.2,2019003848721,180013,1,2,12229.2,1,0,1,56,1,1,100,0,0,7,71,1,10,0,1,11
2019,201901,384872,2019000514945,10681.2,2019003848721,180013,1,3,16254.0,2,1,2,33,4,1,100,0,0,7,71,1,10,26000,1,11
2019,201901,385181,2019000525697,11455.2,2019003851811,200413,1,1,11455.2,0,0,2,33,1,1,100,0,0,10,101,1,10,80000,1,11
2019,201901,385181,2019000525697,11455.2,2019003851811,200413,1,2,6656.4,0,0,1,33,1,1,100,0,0,6,63,1,10,73000,1,11
2019,201901,385336,2019000531277,6966.0,2019003853361,270013,1,3,14860.8,2,1,2,37,1,1,100,0,0,7,71,1,12,29000,1,11
2019,201901,385336,2019000531277,6966.0,2019003853361,270013,1,6,12229.2,2,1,1,47,1,1,100,0,0,11,114,1,10,700,1,11
2019,201901,385336,2019000531277,6966.0,2019003853361,270013,1,7,14706.0,0,0,2,39,6,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,385491,2019000537428,15170.4,2019003854911,100813,1,1,15170.4,0,0,1,65,1,2,200,0,0,7,71,1,10,50000,2,20
2019,201901,385646,2019000542836,6811.2,2019003856461,110013,1,1,6966.0,0,0,2,57,5,2,200,0,0,11,114,1,10,65000,1,11
2019,201901,385800,2019000548674,7430.4,2019003858001,400313,1,1,7275.6,1,0,2,49,1,1,100,0,0,6,63,1,10,12000,1,11
2019,201901,385800,2019000548674,7430.4,2019003858001,400313,1,2,8049.6,1,0,1,52,1,1,100,0,0,6,63,1,10,48700,1,11
2019,201901,385955,2019000554468,5882.4,2019003859551,400013,1,1,5882.4,0,0,1,59,1,2,200,0,0,6,65,1,10,60000,2,20
2019,201901,386110,2019000559748,14860.8,2019003861101,180013,1,1,14860.8,2,0,1,41,1,1,100,0,0,6,63,1,10,80000,1,11
2019,201901,386110,2019000559748,14860.8,2019003861101,180013,1,2,10371.6,2,0,2,37,1,1,100,0,0,7,71,1,10,20000,1,11
2019,201901,386265,2019000564914,7740.0,2019003862651,330013,1,1,7740.0,2,0,1,36,1,1,100,0,0,10,101,1,10,76000,1,11
2019,201901,386265,2019000564914,7740.0,2019003862651,330013,1,2,7894.8,2,0,2,36,1,1,100,0,0,10,101,1,10,9700,1,11
2019,201901,386420,2019000570028,2322.0,2019003864201,270013,1,1,2322.0,1,0,1,44,4,1,100,0,0,6,63,1,10,34000,1,11
2019,201901,387039,2019000592416,11145.6,2019003870391,370013,1,1,11145.6,2,0,1,49,1,1,100,1,100,7,71,1,10,180000,1,11
2019,201901,387039,2019000592416,11145.6,2019003870391,370013,1,2,6037.2,2,0,2,46,1,1,100,0,0,11,116,1,10,125000,1,11
2019,201901,387348,2019000603862,9442.8,2019003873481,80013,1,1,9442.8,0,0,2,27,6,1,100,0,0,10,101,1,10,55000,1,11
2019,201901,387658,2019000615221,19504.8,2019003876581,430013,1,1,19504.8,0,0,2,33,6,2,200,0,0,7,71,1,10,40000,1,11
2019,201901,387968,2019000626267,5882.4,2019003879681,70013,1,1,5882.4,1,0,1,58,1,1,100,0,0,11,116,1,10,30000,1,11
2019,201901,387968,2019000626267,5882.4,2019003879681,70013,1,2,6501.6,1,0,2,56,1,1,100,0,0,6,63,1,10,10000,1,11
2019,201901,387968,2019000626267,5882.4,2019003879681,70013,1,3,10526.4,0,0,1,27,6,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,388587,2019000648277,19040.4,2019003885871,400613,1,1,19040.4,1,1,1,24,6,7,700,4,428,7,71,1,10,30000,1,11
2019,201901,388587,2019000648277,19040.4,2019003885871,400613,1,3,31734.0,1,0,2,50,5,7,700,4,428,7,71,1,10,14000,1,11
2019,201901,388742,2019000654246,3096.0,2019003887421,260013,1,2,2012.4,0,0,2,64,1,1,100,0,0,8,81,1,10,36000,1,11
2019,201901,388896,2019000659820,30186.0,2019003888961,200313,1,1,30186.0,5,0,1,41,1,2,200,0,0,2,26,1,10,25000,1,11
2019,201901,388896,2019000659820,30186.0,2019003888961,200313,1,2,31424.4,5,0,2,38,1,2,200,0,0,1,17,1,10,20000,1,11
2019,201901,388896,2019000659820,30186.0,2019003888961,200313,1,3,30495.6,0,0,1,19,6,2,200,0,0,6,61,1,10,13200,1,11
2019,201901,389206,2019000670770,4179.6,2019003892061,110013,1,1,4334.4,0,0,2,42,2,1,100,0,0,6,63,1,10,38000,1,11
2019,201901,389670,2019000686731,14086.8,2019003896701,370013,1,1,14241.6,0,0,1,65,1,1,100,0,0,7,71,1,10,137000,1,11
2019,201901,389825,2019000692577,23220.0,2019003898251,380013,1,1,23220.0,4,0,2,43,1,1,100,0,0,10,101,1,10,88000,1,11
2019,201901,389825,2019000692577,23220.0,2019003898251,380013,1,2,20743.2,4,0,1,41,1,1,100,0,0,7,71,1,10,78000,1,11
2019,201901,389980,2019000697509,5263.2,2019003899801,330013,1,2,5108.4,2,0,2,55,1,1,100,0,0,10,101,1,10,40000,1,11
2019,201901,389980,2019000697509,5263.2,2019003899801,330013,1,3,8823.6,0,0,1,27,6,1,100,0,0,6,63,1,10,22000,1,11
2019,201901,389980,2019000697509,5263.2,2019003899801,330013,1,6,10371.6,0,0,2,24,6,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,390754,2019000725281,9288.0,2019003907541,400313,1,1,9288.0,1,0,2,38,6,1,100,0,0,6,65,1,10,60000,1,11
2019,201901,391528,2019000751946,22755.6,2019003915281,400413,1,1,22600.8,2,0,1,45,1,6,662,0,0,10,101,1,10,31000,1,11
2019,201901,391528,2019000751946,22755.6,2019003915281,400413,1,2,12074.4,2,0,2,45,1,6,662,0,0,0,2,1,10,28000,1,11
2019,201901,391528,2019000751946,22755.6,2019003915281,400413,1,3,11764.8,0,0,1,24,6,6,662,0,0,6,63,1,10,43000,1,11
2019,201901,391528,2019000751946,22755.6,2019003915281,400413,1,5,31734.0,0,0,1,40,6,6,662,0,0,6,64,1,10,28000,1,11
2019,201901,391683,2019000757594,24613.2,2019003916831,130013,1,1,24458.4,2,0,1,50,1,2,200,0,0,11,114,1,10,49000,1,11
2019,201901,391683,2019000757594,24613.2,2019003916831,130013,1,2,15634.8,2,0,2,47,1,2,200,0,0,8,81,1,10,15500,1,11
2019,201901,391683,2019000757594,24613.2,2019003916831,130013,1,3,10990.8,0,0,1,24,6,2,200,0,0,6,63,1,10,19000,1,11
2019,201901,391838,2019000762733,2322.0,2019003918381,500213,1,1,2167.2,0,0,1,53,6,1,100,0,0,6,63,1,10,32000,1,11
2019,201901,392147,2019000773917,20124.0,2019003921471,400613,1,1,19969.2,1,0,1,59,1,1,100,0,0,4,40,1,10,53000,1,11
2019,201901,392147,2019000773917,20124.0,2019003921471,400613,1,3,34365.6,0,0,1,41,6,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,392457,2019000785152,8668.8,2019003924571,380013,1,1,8668.8,0,0,1,64,1,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,393076,2019000806784,10371.6,2019003930761,20013,1,1,10371.6,2,2,1,26,1,2,200,0,0,6,65,1,14,30000,1,12
2019,201901,393231,2019000813084,6501.6,2019003932311,370013,1,1,6656.4,1,1,1,31,1,1,100,0,0,7,71,1,10,29500,1,11
2019,201901,393231,2019000813084,6501.6,2019003932311,370013,1,2,8359.2,1,1,2,31,1,1,100,0,0,11,115,1,10,50000,1,11
2019,201901,393386,2019000817462,3715.2,2019003933861,120013,1,2,6811.2,3,0,1,38,1,1,100,0,0,6,63,1,10,70000,1,11
2019,201901,393386,2019000817462,3715.2,2019003933861,120013,1,3,4024.8,0,0,1,21,6,1,100,0,0,6,63,1,10,7000,1,11
2019,201901,393540,2019000822565,17956.8,2019003935401,90013,1,1,17956.8,0,0,1,39,4,1,100,0,0,10,101,1,10,55000,1,11
2019,201901,393850,2019000833122,7740.0,2019003938501,320013,1,1,7740.0,0,0,2,34,1,1,100,0,0,11,114,1,10,55000,1,11
2019,201901,393850,2019000833122,7740.0,2019003938501,320013,1,2,6656.4,0,0,2,29,1,1,100,0,0,10,101,1,10,45000,1,13
2019,201901,394005,2019000838427,14706.0,2019003940051,30013,1,2,15015.6,0,0,2,24,6,1,100,0,0,8,81,1,10,12000,1,11
2019,201901,394160,2019000844555,12384.0,2019003941601,400113,1,1,12229.2,2,0,2,48,1,2,200,0,0,11,116,1,10,100000,1,11
2019,201901,394160,2019000844555,12384.0,2019003941601,400113,1,2,19195.2,2,0,1,50,1,2,200,0,0,10,101,1,10,100000,1,11
2019,201901,394314,2019000849910,7585.2,2019003943141,330013,1,1,7585.2,2,0,2,41,1,1,100,0,0,10,101,1,10,4000,1,11
2019,201901,394314,2019000849910,7585.2,2019003943141,330013,1,2,7894.8,2,0,1,43,1,1,100,0,0,10,101,1,10,109000,1,11
2019,201901,394624,2019000861395,12693.6,2019003946241,460013,1,1,12848.4,0,0,2,49,1,2,200,0,0,6,63,1,10,60000,2,20
2019,201901,394624,2019000861395,12693.6,2019003946241,460013,1,2,12693.6,0,0,1,48,1,2,200,0,0,6,63,1,10,14000,1,11
2019,201901,394934,2019000872576,7894.8,2019003949341,170013,1,1,7894.8,0,0,1,27,3,1,100,0,0,7,71,1,10,60000,2,20
2019,201901,395088,2019000878097,33901.2,2019003950881,100513,1,1,33901.2,0,0,1,33,1,2,200,0,0,11,114,1,10,120000,1,11
2019,201901,395088,2019000878097,33901.2,2019003950881,100513,1,2,23839.2,0,0,2,31,1,2,200,0,0,11,114,1,10,27000,1,11
2019,201901,395243,2019000883941,11764.8,2019003952431,200113,1,1,11764.8,0,0,1,52,1,1,100,0,0,7,71,1,10,65000,1,11
2019,201901,395243,2019000883941,11764.8,2019003952431,200113,1,2,12848.4,0,0,2,52,1,1,100,0,0,6,63,1,10,40500,1,11
2019,201901,395243,2019000883941,11764.8,2019003952431,200113,1,3,19504.8,0,0,1,50,4,1,100,0,0,6,63,1,10,2500,1,11
2019,201901,395243,2019000883941,11764.8,2019003952431,200113,1,4,26006.4,0,0,1,59,5,2,200,0,0,6,65,1,10,21000,1,11
2019,201901,395398,2019000889561,3715.2,2019003953981,200213,1,1,3870.0,0,0,1,44,6,1,100,0,0,7,71,1,10,25700,1,11
2019,201901,395398,2019000889561,3715.2,2019003953981,200213,1,2,4489.2,0,0,2,35,6,1,100,0,0,7,71,1,10,54000,1,11
2019,201901,395553,2019000895852,15015.6,2019003955531,100413,1,2,43808.4,2,0,1,42,6,2,200,0,0,11,115,1,10,45000,1,11
2019,201901,395708,2019000900897,5108.4,2019003957081,20013,1,1,5108.4,0,0,1,59,1,1,100,0,0,6,65,1,10,90000,2,20
2019,201901,395862,2019000905816,2631.6,2019003958621,250013,1,1,2631.6,0,0,2,49,1,1,100,0,0,6,63,1,10,38000,1,11
2019,201901,395862,2019000905816,2631.6,2019003958621,250013,1,2,4024.8,0,0,1,49,1,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,396017,2019000910880,21981.6,2019003960171,330013,1,1,21981.6,1,0,2,28,6,1,100,0,0,7,71,1,10,20000,1,11
2019,201901,396017,2019000910880,21981.6,2019003960171,330013,1,2,17647.2,1,0,2,28,6,2,200,2,200,7,71,1,10,40000,1,13
2019,201901,396172,2019000915668,14241.6,2019003961721,300313,1,1,14241.6,1,0,2,54,1,1,100,0,0,10,101,1,10,32000,2,20
2019,201901,396172,2019000915668,14241.6,2019003961721,300313,1,2,12074.4,1,0,1,65,1,1,100,0,0,8,81,1,10,12000,1,11
2019,201901,396482,2019000927421,17802.0,2019003964821,190013,1,2,13312.8,2,0,2,65,1,1,100,0,0,6,63,1,10,17000,1,11
2019,201901,396482,2019000927421,17802.0,2019003964821,190013,1,3,17028.0,0,0,2,43,6,1,100,0,0,6,64,1,10,8900,1,11
2019,201901,396482,2019000927421,17802.0,2019003964821,190013,1,4,17028.0,0,0,2,38,6,1,100,0,0,6,64,1,10,7000,1,11
2019,201901,396636,2019000932501,8204.4,2019003966361,390013,1,1,8359.2,2,0,2,44,1,1,100,0,0,11,114,1,10,12000,1,11
2019,201901,396636,2019000932501,8204.4,2019003966361,390013,1,2,10062.0,2,0,1,43,1,1,100,0,0,6,63,1,10,70000,1,11
2019,201901,396946,2019000943864,2012.4,2019003969461,390013,1,1,2012.4,0,0,1,34,6,8,833,0,0,10,101,1,10,88000,1,11
2019,201901,396946,2019000943864,2012.4,2019003969461,390013,1,2,1857.6,0,0,2,26,6,1,100,1,100,6,63,1,10,5000,1,11
2019,201901,397101,2019000948515,13777.2,2019003971011,300313,1,1,13777.2,1,0,2,59,6,2,200,0,0,6,61,1,10,37000,1,11
2019,201901,397410,2019000959942,5263.2,2019003974101,220013,1,1,5263.2,1,0,1,53,4,1,100,0,0,8,81,1,12,13000,1,11
2019,201901,397565,2019000965174,10062.0,2019003975651,100713,1,2,8668.8,0,0,2,23,6,1,100,0,0,10,101,1,10,10000,1,11
2019,201901,397720,2019000970651,12074.4,2019003977201,340013,1,1,11919.6,1,0,2,39,6,1,100,0,0,11,114,1,10,145000,1,11
2019,201901,397875,2019000976920,12848.4,2019003978751,330013,1,1,12848.4,2,1,1,35,1,1,100,1,100,10,101,1,10,86000,1,11
2019,201901,397875,2019000976920,12848.4,2019003978751,330013,1,2,11764.8,2,1,2,36,1,1,100,1,100,10,101,1,10,35000,1,11
2019,201901,398030,2019000982288,5727.6,2019003980301,120013,1,1,5572.8,0,0,1,55,1,1,100,0,0,6,65,1,10,15000,1,11
2019,201901,398030,2019000982288,5727.6,2019003980301,120013,1,2,7894.8,0,0,2,54,1,1,100,0,0,8,81,1,10,45000,1,11
2019,201901,398494,2019000997009,12848.4,2019003984941,10013,1,1,12693.6,0,0,1,60,4,1,100,0,0,6,61,1,10,40000,2,20
2019,201901,399113,2019001018363,13158.0,2019003991131,330013,1,1,13158.0,2,0,2,56,1,1,100,0,0,10,101,1,10,0,1,11
2019,201901,399113,2019001018363,13158.0,2019003991131,330013,1,2,14706.0,2,0,1,55,1,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,399113,2019001018363,13158.0,2019003991131,330013,1,3,21362.4,0,0,1,23,6,1,100,0,0,6,63,1,10,15000,1,11
2019,201901,399113,2019001018363,13158.0,2019003991131,330013,1,4,21362.4,0,0,1,20,6,1,100,0,0,6,63,1,10,25000,1,11
2019,201901,399268,2019001024506,4024.8,2019003992681,350013,1,4,4489.2,0,0,1,64,6,8,802,0,0,6,65,1,10,36000,1,11
2019,201901,399268,2019001024506,4024.8,2019003992681,350013,1,5,5882.4,0,0,2,48,4,1,100,0,0,6,64,1,10,50000,1,11
2019,201901,399423,2019001029806,3870.0,2019003994231,420013,1,1,3870.0,1,0,1,48,1,1,100,0,0,10,101,1,10,90000,1,11
2019,201901,399423,2019001029806,3870.0,2019003994231,420013,1,2,2322.0,1,0,2,45,1,1,100,0,0,7,71,1,10,13000,1,11
2019,201901,399732,2019001040319,11455.2,2019003997321,50013,1,2,9907.2,0,0,2,42,6,1,100,0,0,6,65,1,10,25000,1,11
2019,201901,399732,2019001040319,11455.2,2019003997321,50013,1,3,9442.8,0,0,1,38,6,1,100,0,0,8,81,1,10,25000,1,11
2019,201901,399887,2019001046400,65790.0,2019003998871,310213,1,2,63468.0,5,1,1,61,1,1,100,0,0,10,101,1,10,0,2,20
2019,201901,400042,2019001051796,21981.6,2019004000421,290013,1,1,21981.6,1,1,1,31,1,1,100,0,0,11,116,1,10,73000,1,11
2019,201901,400352,2019001062096,29412.0,2019004003521,100113,1,1,29412.0,0,0,2,26,4,7,700,0,0,6,65,1,10,25000,1,11
2019,201901,400506,2019001067957,11610.0,2019004005061,410013,1,2,31579.2,0,0,1,18,6,2,200,0,0,6,65,1,10,3500,1,11
2019,201901,400661,2019001073326,8978.4,2019004006611,170013,1,1,8978.4,3,0,2,41,6,2,200,0,0,8,81,1,10,4200,1,11
2019,201901,400661,2019001073326,8978.4,2019004006611,170013,1,2,10526.4,0,0,2,23,6,2,200,0,0,8,81,1,10,6300,1,11
2019,201901,400816,2019001078687,14706.0,2019004008161,180013,1,1,14706.0,0,0,1,62,1,1,100,0,0,6,63,1,10,100000,1,11
2019,201901,400971,2019001084081,5108.4,2019004009711,130013,1,1,5108.4,2,2,2,27,1,1,100,0,0,8,81,1,10,30000,1,11
2019,201901,400971,2019001084081,5108.4,2019004009711,130013,1,2,5727.6,2,2,1,31,1,1,100,0,0,8,81,1,10,30000,2,20
2019,201901,401126,2019001090408,17647.2,2019004011261,400613,1,1,17647.2,0,0,2,38,4,2,200,0,0,10,101,1,10,48000,1,11
2019,201901,401126,2019001090408,17647.2,2019004011261,400613,1,2,17647.2,0,0,2,48,4,2,200,0,0,6,63,1,10,31000,1,11
2019,201901,401280,2019001095538,29257.2,2019004012801,190013,1,2,19659.6,2,1,1,35,4,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,402054,2019001124604,11919.6,2019004020541,410013,1,1,11764.8,2,0,2,45,1,1,100,0,0,10,101,1,10,76000,1,11
2019,201901,402054,2019001124604,11919.6,2019004020541,410013,1,2,11919.6,2,0,1,45,1,1,100,0,0,7,71,1,10,40000,1,11
2019,201901,402209,2019001129919,10526.4,2019004022091,140013,1,1,10526.4,3,0,2,34,6,2,200,0,0,6,65,1,10,30800,1,11
2019,201901,402519,2019001140416,9752.4,2019004025191,70013,1,1,9752.4,0,0,1,49,6,1,100,0,0,7,71,1,10,131000,1,11
2019,201901,402674,2019001145951,14396.4,2019004026741,400213,1,1,14396.4,1,1,2,29,1,1,100,0,0,11,114,1,10,50000,1,11
2019,201901,402674,2019001145951,14396.4,2019004026741,400213,1,2,13003.2,1,1,1,37,1,1,100,0,0,7,71,1,10,55000,1,11
2019,201901,402828,2019001150520,12848.4,2019004028281,200413,1,1,12848.4,1,0,2,47,1,1,100,0,0,10,101,1,10,75000,1,11
2019,201901,402828,2019001150520,12848.4,2019004028281,200413,1,2,13932.0,1,0,1,46,1,1,100,0,0,11,115,1,10,12000,1,11
2019,201901,403138,2019001161127,25387.2,2019004031381,460013,1,1,25387.2,0,0,2,47,1,2,200,0,0,6,63,1,10,32000,1,11
2019,201901,403138,2019001161127,25387.2,2019004031381,460013,1,2,25387.2,0,0,1,48,1,2,200,0,0,6,63,1,10,40000,2,20
2019,201901,403138,2019001161127,25387.2,2019004031381,460013,1,3,30805.2,0,0,1,48,4,2,200,0,0,11,116,1,10,112000,1,11
2019,201901,403138,2019001161127,25387.2,2019004031381,460013,1,4,33746.4,0,0,2,36,4,2,200,0,0,10,101,1,10,60000,1,11
2019,201901,403293,2019001166717,24303.6,2019004032931,400213,1,1,24303.6,2,0,1,58,5,1,100,4,422,10,101,1,10,75000,1,11
2019,201901,403293,2019001166717,24303.6,2019004032931,400213,1,2,21517.2,2,0,2,51,4,7,700,4,426,11,114,1,10,16100,1,11
2019,201901,403448,2019001172161,8049.6,2019004034481,60013,1,1,7894.8,3,0,2,31,6,2,200,0,0,6,63,1,10,9200,1,11
2019,201901,403448,2019001172161,8049.6,2019004034481,60013,1,2,27864.0,3,0,1,28,6,2,200,0,0,2,26,1,10,18000,1,11
2019,201901,403448,2019001172161,8049.6,2019004034481,60013,1,6,11764.8,0,0,1,52,4,2,200,0,0,6,65,1,10,40000,2,20
2019,201901,403602,2019001178016,6811.2,2019004036021,400013,1,1,6966.0,0,0,1,45,4,1,100,0,0,6,65,1,14,56000,1,12
2019,201901,403757,2019001184153,19814.4,2019004037571,150013,1,1,19814.4,0,0,2,27,1,1,100,0,0,10,101,1,10,29000,1,11
2019,201901,403757,2019001184153,19814.4,2019004037571,150013,1,2,21517.2,0,0,1,27,1,1,100,0,0,7,71,1,10,75000,1,11
2019,201901,403912,2019001190202,7275.6,2019004039121,390013,1,1,7275.6,1,0,1,49,4,1,100,0,0,8,81,1,10,90000,2,20
2019,201901,403912,2019001190202,7275.6,2019004039121,390013,1,2,8823.6,1,0,2,48,4,1,100,0,0,7,71,1,10,34800,1,11
2019,201901,403912,2019001190202,7275.6,2019004039121,390013,1,3,15634.8,3,1,2,26,4,1,100,0,0,6,63,1,10,20700,1,11
2019,201901,404067,2019001195278,14241.6,2019004040671,400413,1,1,14241.6,0,0,2,24,6,1,100,0,0,10,101,1,10,15000,1,11
2019,201901,404067,2019001195278,14241.6,2019004040671,400413,1,2,13467.6,0,0,1,26,6,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,404222,2019001200614,11610.0,2019004042221,270013,1,1,11610.0,1,0,1,60,1,1,100,1,100,2,23,1,10,29000,1,11
2019,201901,404222,2019001200614,11610.0,2019004042221,270013,1,3,17182.8,0,0,2,30,6,1,100,1,100,6,63,1,10,23000,1,11
2019,201901,404376,2019001205272,4024.8,2019004043761,310213,1,1,4024.8,1,1,2,28,1,1,100,0,0,11,114,1,10,66000,1,11
2019,201901,404376,2019001205272,4024.8,2019004043761,310213,1,2,3870.0,1,1,1,30,1,1,100,0,0,11,114,1,10,79000,1,11
2019,201901,404531,2019001210873,23529.6,2019004045311,430013,1,1,23529.6,0,0,1,53,6,1,100,0,0,6,63,1,10,38000,1,11
2019,201901,404686,2019001216838,9752.4,2019004046861,380013,1,1,9907.2,0,0,1,49,4,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,404841,2019001222887,8668.8,2019004048411,80013,1,1,8823.6,0,0,2,50,6,2,200,0,0,6,63,1,10,25000,1,11
2019,201901,404996,2019001228329,12229.2,2019004049961,300513,1,1,12229.2,0,0,2,42,4,1,100,4,423,10,101,1,10,75000,1,11
2019,201901,405150,2019001233993,23220.0,2019004051501,600213,1,3,34365.6,0,0,1,27,6,2,200,0,0,10,101,1,10,20000,1,11
2019,201901,405150,2019001233993,23220.0,2019004051501,600213,1,4,45511.2,0,0,1,23,6,2,200,0,0,10,101,1,10,12000,1,11
2019,201901,405150,2019001233993,23220.0,2019004051501,600213,1,6,27244.8,0,0,2,27,4,2,200,0,0,10,101,1,10,18000,1,11
2019,201901,405305,2019001239190,11300.4,2019004053051,260013,1,1,11300.4,0,0,1,59,1,1,100,0,0,6,64,1,10,0,1,11
2019,201901,405305,2019001239190,11300.4,2019004053051,260013,1,2,12074.4,0,0,2,60,1,1,100,0,0,6,65,1,10,20000,1,11
2019,201901,405615,2019001250240,8204.4,2019004056151,40113,1,1,8204.4,0,0,2,29,6,1,100,0,0,11,114,1,10,12500,1,11
2019,201901,405615,2019001250240,8204.4,2019004056151,40113,1,2,7585.2,0,0,1,31,6,1,100,0,0,7,71,1,10,16000,1,11
2019,201901,405770,2019001256273,11764.8,2019004057701,300413,1,1,11764.8,0,0,1,38,6,1,100,0,0,10,101,1,10,77000,1,11
